run,question_hash,question_text,options,picked_answer,score
0,ceb190d021497a41c596ffdadbaae267,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
What should be the most appropriate source of research to solve problems? ","From online databases |From university libraries |From asking other teachers who have experience. |From any source as convenient, reliable, and with reference.",1,7
0,2dc31750737254b11aac6cf1795d0069,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
What should be the characteristics of research that is suitable for classroom problem-solving? ",It is related to the problem of teacher learning management and how to solve the learning problem of students. |The content is up-to-date and the use of technology in teaching is in line with the current social conditions.|It is a widely used research paper with a sufficient number of reliable research references. |There is a concise research process in the same way as a thesis that has been consulted by academics.,1,7
0,38571ded9a7dd791407312858c139bf0,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
Based on the above situation, which of the issues is problematic? ",Too many students per room |15 students are not fluent in reading. |The grade level that teaches students is too young.|The students in the second class have a lower average score in science than the other classes.,1,7
0,aeee85184b2ea4b31f2cd04a0a01d770,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
If you were this teacher, what would you prioritize to solve first? And how? ",Solve the problem of the number of students per room because it is easy to solve by increasing the number of classes. |Solve the problem of students not being fluent in reading because it is a problem for studying other subjects.|Solve science content problems that are suitable for Grade 1 students because they can solve them on their own. |Solve the problem of science performance of students in Class 2 because their grades are lower than those of students in other classes.,1,7
0,17bb1e7e9848932de2819acf5c689a99,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
If you want to do research to improve learning, how do you design your research to be utilized on a large scale? ",Conduct research with the students with the lowest scores. |Conduct research with the class with the lowest average score. |Conduct research with fellow science teachers in Grade 1. |Conduct research with fellow teachers who teach Thai language at the Grade 1 level.,1,7
0,43b7260becf4980316f26b5dc01ee9b7,"Scenario : 
The science teacher in a medium-sized high school. This teacher teaches Grade 1 in all 3 classrooms, and it appears that after 1 month of teaching, there are 5 students in each class who are not fluent in reading, making it impossible to study science very well, that is, there is an average of students' science grades (out of 20 points):  Room 1 is 13.5 points, Room 2 is e9.7 points, and Room 3 is 10.2 points.
What will you do if I have completed analyzing the research data? ","Find a new and more appropriate solution. |Analyze new problems to conduct research on the future. |Reorganize the learning management process based on the findings of the research. |Examine the process, record the results, and reflect them to the relevant parties.",1,7
0,669042d080746908a33e7a0b1a2dd425,Design research to improve student learning in the classroom to achieve the purpose under time constraints. What is the most important principle that should be considered? ,Accuracy and accuracy of the research |Experience of the research teacher |Practical research feasibility |Student and parent involvement,1,7
0,2ccd21a8aa4cd93fba4b9e936c5fff86,"Scenario :
Teacher Somchai is a second-grade teacher at a small school in a slum community that offers classes from grades 1-6 (1 classroom per class) with a total of 20 students in his charge, most of whom are highly addicted to smartphones. As a result, there is a lack of concentration or lack of attention to learning both inside and outside the classroom. In addition, not submitting the homework on time.
Based on the above situation, what research questions should teachers ask to understand the problem of students' addiction to mobile phones?  Before planning to take action to correct the next order. ",Are male students more addicted to mobile phones than female students?|How does cell phone addiction affect students' learning behavior in class?|Are students who are addicted to mobile phones at a high level tend to achieve low academic achievement? |What are the causes of students' addiction to mobile phones due to parental upbringing?,1,7
0,6954fd486abc9483211910019ba1eb8b,"Scenario :
Teacher Somchai is a second-grade teacher at a small school in a slum community that offers classes from grades 1-6 (1 classroom per class) with a total of 20 students in his charge, most of whom are highly addicted to smartphones. As a result, there is a lack of concentration or lack of attention to learning both inside and outside the classroom. In addition, not submitting the homework on time.
What research method is appropriate to use to design a research study to find out the answer to the research questions set out in question 27?",Case Studies |Semi-experimental studies |Exploratory research |Participatory research,1,7
0,b8eba826ad4c3e86afbb3f5d276b3d10,"Scenario :
Teacher Somchai is a second-grade teacher at a small school in a slum community that offers classes from grades 1-6 (1 classroom per class) with a total of 20 students in his charge, most of whom are highly addicted to smartphones. As a result, there is a lack of concentration or lack of attention to learning both inside and outside the classroom. In addition, not submitting the homework on time.
What data sources and tools/methods of data collection should teacher Somchai use for answering the research questions in question 27? ",Students and Quizzes |Students and Event Log Form |Parents and Interviews |Parents and Observation,1,7
0,451f30295b7cb15e13b0812699f8f213,"Scenario :
Teacher Somchai is a second-grade teacher at a small school in a slum community that offers classes from grades 1-6 (1 classroom per class) with a total of 20 students in his charge, most of whom are highly addicted to smartphones. As a result, there is a lack of concentration or lack of attention to learning both inside and outside the classroom. In addition, not submitting the homework on time.
Which semi-experimental research model should teacher Somchai choose to conduct research in the classroom? To examine whether students have a higher attention to learning from the original level or not. If he using mobile games as a learning base (game-based learning) in teaching and learning.",One-group posttest-only design|One-group pretest-posttest design |Control group posttest-only design |Control group pretest-posttest design,1,7
